id,serial_number,brand,frame_color,has_basket,has_bell,has_gears,rented,rental_date,customer_id,repairs_costs,repairs_n,revenue
30,a081f9496eec9184d2e67e45950028262733031fc787ed65b1e6dd86aa8daa86,VanMoof,teal,True,False,True,False,,,0.0,0,0.0
31,6ca5da6b051a7c930e823ba550c27011071fe40dabe1bdaedb1ae47465490b13,Bakfiets,silver,True,True,False,False,,,0.0,0,0.0
32,418d165ad6a2acc10004e10c834cd8df4e64ffbcb8b3b04fcaa4c50c262e05ba,Azor,maroon,True,False,False,False,,,0.0,0,0.0
33,24b7eed3e950dc694217e2231069605bb8e1f84c24950711af1667c3305fb5e8,VanMoof,yellow,False,True,False,False,,,0.0,0,0.0
34,87ee4690a488b860672615b91e85a34d42a7991cbf40fb6241f1e7bf70ff780e,Azor,olive,True,False,False,False,,,0.0,0,0.0
35,d38de36198c6df61193f9c09946edbfc4559b538729d6c868098c7dc7d349ba6,Gazelle,yellow,True,False,True,False,,,0.0,0,0.0
36,dd027c6e723c7db9b566eb490c46936523acc21aa178c9e05e93129ef78cedf4,Veloretti,olive,True,False,False,False,,,0.0,0,0.0
37,12bb113ce965eb2ef0947fd12f791c76235fcfddfea525e7d2f627737ccab98c,Veloretti,green,False,True,False,False,,,0.0,0,0.0
38,bb4567062b4f01ac83bbefe9d9a73c3759a7171429d78b0b1c65e5275bbdc110,Veloretti,fuchsia,False,True,False,False,,,0.0,0,0.0
39,5de8b3fac3de59306437a385e544ac2e2f40fdb2231a58ec682fa76500de9241,Bakfiets,silver,True,False,False,False,,,0.0,0,0.0
40,433b5413616e2a211c317b454b221ffd7a960bcf18b7a082a9d6c8cb3948d762,Gazelle,fuchsia,True,True,False,False,,,0.0,0,0.0
41,c54e398c2c765c2c960d7e152e31fe022337118a8fdfb52320cbe019afcee495,Urban Arrow,maroon,False,False,False,False,,,0.0,0,0.0
42,57a42d57d4c9109b69a4056c0e06027300ac65e50b25f90249fb2e417cd328bc,Cortina,aqua,False,False,True,False,,,0.0,0,0.0
43,1266cdd4168eb0ac45b1ae9424308fe4ee71054f4179811d1c8bab3c37c441f8,Cortina,white,False,False,False,False,,,0.0,0,0.0
44,26ebd3664f5f2325f49e96f76bb2706287dcd6e436b90a1b1ad42d057f1da584,Batavus,purple,True,False,False,False,,,0.0,0,0.0
45,9ddc273630bb134a051dc90443af4bf76038a60cce9ad0e6bdd2ad7287dd5547,Batavus,green,True,False,False,False,,,0.0,0,0.0
46,078334edd4606b2157439299e4288d722cce9cfd1ada489f40a0ab8c75c7d647,Cortina,green,False,False,True,False,,,0.0,0,0.0
47,921eb4bb57ce37f214eb1b17495fffbc419cdd555467fd388112dfc099e6a444,Batavus,purple,False,True,True,False,,,0.0,0,0.0
48,a4eca699db1fcc07f4dbb422ba51e33469f53988dfeac3c86357475f39e0fb94,Bakfiets,fuchsia,True,True,False,False,,,0.0,0,0.0
49,a7e8894adf20c4cc92c01c1d303a56840f92f970254ba6619a49e31017241522,Veloretti,silver,True,True,True,False,,,0.0,0,0.0
50,df48ff0dec7f4b7ba90ff1d802b35dd8b3a81c2391cf175d975cc11ecb750680,Urban Arrow,blue,True,False,False,False,,,0.0,0,0.0
51,2dcf7620c78be9022b2d3eb9f2b4d4746403c0521b26a9583752afca17007e7a,Gazelle,fuchsia,True,True,True,False,,,0.0,0,0.0
52,f64754f0490b53e6e8ef18e2de81a938015c424b91b4b10b3613fce1ff94525a,Cortina,navy,True,True,True,False,,,0.0,0,0.0
53,8ad8a263d31865f2c629de582398ef6e824a6e30c1b9760103ee2955bc380dc7,Gazelle,fuchsia,False,False,False,False,,,0.0,0,0.0
54,d311346d40274721044f15b9e5313947d86f7b29be93de347c29fc70aa8e50dd,VanMoof,white,True,False,False,False,,,0.0,0,0.0
55,3a36d52ad2fbdbfd048fa396748f3f8bff998231dec86bf613af52798fa00509,Cortina,black,False,False,True,False,,,0.0,0,0.0
56,2b37909ec74958209c8cdd4ebc587bde156a57bd1d7eb5c37b76d2517cdf5486,Azor,silver,True,False,True,False,,,0.0,0,0.0
57,f544e9755455b698517180078dc822dd519d784269ce08737e0556b13d3c20ea,Azor,white,True,False,True,False,,,0.0,0,0.0
58,673255368a5cefb39c5a51bdad0ce742916fc3180b68b9e1f2897613a71d8b18,Batavus,maroon,True,True,True,False,,,0.0,0,0.0
59,813b31a960d9dd24ab24ff6ed17ef8c803298fc027247ac3789ae5908c63f9ff,Batavus,navy,False,False,False,False,,,0.0,0,0.0
60,9fcfc24ba6401a9b82c8fa3417d05c9945791ef609e20e356c74c53fc7b05a26,Bakfiets,gray,True,False,True,False,,,0.0,0,0.0
61,5b2d5e8481d866681182b8c4841f7fecd86bdd9b7bd31b30f0a865ec8772d6f1,Cortina,maroon,False,True,False,False,,,0.0,0,0.0
62,5709553adae9825b7f3a187fc1cc6c5259d7c0d3a5db37a6b395b60a176606ee,Veloretti,aqua,True,True,True,False,,,0.0,0,0.0
63,24d38b1121d84454cc35dcfa0286f4ab517d26ccbb1bb53dbcbf08cfe2c127f0,Batavus,yellow,False,False,False,False,,,0.0,0,0.0
64,873c08eb7e20142d6f66989afff0a15ddaa2978a1f29c8b1c612f0fce9c6c05e,Cortina,white,True,True,True,False,,,0.0,0,0.0
65,47e8d4041229c7292f3a4f694218ad48439b381f4bb97c334bd228ccfb3ec4f1,Batavus,yellow,True,True,True,False,,,0.0,0,0.0
66,7349e9a87cee4b7e9289d4961739510cf8e48891607aff7e4016d24022134eec,Bakfiets,gray,False,True,False,False,,,0.0,0,0.0
67,b4cb718c269727933bba104bf61b84e950bdcb648df4e5720e862a60c1db08ba,Bakfiets,teal,True,True,False,False,,,0.0,0,0.0
68,a0a490557a36bcea91f0d732782a9d35912dbbecd6aae49825b367957f35b444,Azor,purple,False,False,False,False,,,0.0,0,0.0
69,dd791346711301a7c9ebbe7a359b45ea6c17f5229c05f37975ccc0af8815a2e2,Bakfiets,navy,True,True,False,False,,,0.0,0,0.0
70,dbe2b783e3272613c863b9bf4a4e06e2e8f283dcf1ee46b0c80b5a69d58a54e8,Veloretti,fuchsia,True,True,True,False,,,0.0,0,0.0
71,0b278a733ba70bc862f8d58ee1ca5510f593e342833fbb2001c721178607b88f,Gazelle,fuchsia,True,True,False,False,,,0.0,0,0.0
72,fbb973584d16e5c604b609e804c0f7310ea69f07b49c02be929c5ca17c806ae9,Batavus,blue,False,False,False,False,,,0.0,0,0.0
73,9aed2d722a515fd052c0e252b99fc22e77b61585a2608f479c856c6d0c22c005,Urban Arrow,green,False,False,True,False,,,0.0,0,0.0
74,980a8f08b31ba2f359ccea0990480bcfaf1685387562d91702f0591ef6c18ee1,VanMoof,aqua,True,False,False,False,,,0.0,0,0.0
75,614b358d6effd3cd43231d990e597e2f343a403918ea8578f566c126984ff021,Azor,lime,False,False,False,False,,,0.0,0,0.0
76,359e7ee78906c08b1acdef7a4ac2967a01e38155cf69bc14f77c27381bb79897,Batavus,maroon,True,True,True,False,,,0.0,0,0.0
77,c9d9d4f1ba4f60ce0ce46697de425a16877299e28971062408a153b109f9102d,Veloretti,maroon,False,True,False,False,,,0.0,0,0.0
78,505e83f5b6b7a80c14ffd3266873f1a705c99d3878fb340daa740617738c6ab1,Urban Arrow,white,False,False,False,False,,,0.0,0,0.0
79,fe7e40fa33220ac5c672e9872134103e7a584e1643cd22e732dcffdd70300b1a,Bakfiets,lime,False,False,True,False,,,0.0,0,0.0
80,f632e0ddb7e50d5a09ceefb86e7fabf41d7479e2a6750c09074cf71a2d74854e,Azor,maroon,True,True,True,False,,,0.0,0,0.0
81,99c95511be705e7800c726c9102127f49a9f632c8425a8fd1cc109a45857b3ae,Gazelle,purple,True,False,False,False,,,0.0,0,0.0
82,af60ccd0a744213ea434afd4cd7855104054270665dd0c56faad389e3081603f,Gazelle,purple,True,True,False,False,,,0.0,0,0.0
83,bf47e7c8bcbb91c0fcb14df2035f7cebc5cbedc7319524e5831761430f7ed2d1,Urban Arrow,lime,False,True,True,False,,,0.0,0,0.0
84,3c2f03d7683feb0f335a619de9161db63bba90c276a214bc578e355704b893b9,VanMoof,silver,False,False,True,False,,,0.0,0,0.0
85,bd9817f3e8457333c01b47dd98574e3d7f62fdd60f3bde1257bc4e3d138b55d4,Batavus,maroon,False,False,True,False,,,0.0,0,0.0
86,33d7de0aac0ffd28f58f36f947de1655b540039abb423cf79b8efa51331c04b3,VanMoof,silver,True,False,False,False,,,0.0,0,0.0
87,918dec2ae96a89c7edfc50492def436c3ec31651305bef71a8bb66070f6cdecd,Urban Arrow,yellow,True,False,False,False,,,0.0,0,0.0
88,d8073092e274de58f6fb3bbee8f04afbc5d0e41a861a9d0924b18e1433453f66,Batavus,gray,False,True,False,False,,,0.0,0,0.0
89,73fe99122ea88fd0edafb36af0173e1af3fb29f50bd6dd53cc10443a44e2638d,Batavus,black,True,True,True,False,,,0.0,0,0.0
90,48878514889b1a48d668508457c70a3410dcaa185763e018489f16cc92957a90,Bakfiets,white,False,False,False,False,,,0.0,0,0.0
91,29633d049532a9964ea9a46248ea70ce8cce6f93a9c5b7857b4caf8ae46c5cb9,Bakfiets,blue,True,True,True,False,,,0.0,0,0.0
92,7252843dc58c3afd4ef2971a2acd7a4eefd5dc63f20a1f59829e1b0254ae0a61,Veloretti,gray,True,False,False,False,,,0.0,0,0.0
93,39b48cba6725fb20e82244ab09b6c6c9a0872486def5eefd00f89ed7474118e2,Cortina,purple,True,True,False,False,,,0.0,0,0.0
94,a567502fd6b72957b60ad6356b3f159146c343e676f9460dd1b8e805fdef31b4,Urban Arrow,yellow,False,False,False,False,,,0.0,0,0.0
95,609d03994a36fdcab6aac52f6b7c6afcc1938eff2a6bc93d3158938560630b5a,Urban Arrow,blue,True,False,True,False,,,0.0,0,0.0
96,b4a1c0c8351bdf3af0b73ac3206536bb6956bdb7581e5e7cfba631aa09c53638,Urban Arrow,white,True,True,True,False,,,0.0,0,0.0
97,4c27f6eac70afd53a64376415ed933ef05340207d96739723d626375415ee9f4,Cortina,teal,False,True,True,False,,,0.0,0,0.0
98,b3d1981c43801fc5b019c0e1edc7a220850a0358f2a3ebc96aa68c34cc964e0b,Cortina,navy,False,True,False,False,,,0.0,0,0.0
99,338d99d96d95c61727fc5b3ae8db140e21e8e24d88e015004c2d0b7fc5510cef,Cortina,blue,False,True,True,False,,,0.0,0,0.0
100,96cdd1cc7ad4ae0af01a3462f5345522312c91fe702cda2177353f69cabfa800,Veloretti,black,True,True,False,False,,,0.0,0,0.0
101,5b93785b2976eb5d67f1ce90dedde0dd3ac13a4e26070ccbc60fc4153a22c176,Batavus,gray,False,False,True,False,,,0.0,0,0.0
102,8acb15cbc18f3e132400d8b43f77105d686e64e46c8b31c98553d3e0d611b593,Veloretti,maroon,False,False,False,False,,,0.0,0,0.0
103,297af47821618f655e56297f2cd58b15e09008d2a2e02cb07bbbae4924b1ae01,Veloretti,silver,True,True,True,False,,,0.0,0,0.0
104,7add7b6ccfc05e09f54275454b2b45d3b7bfb8fad8bda92c74fe21b5bf7f6f12,Azor,lime,False,False,True,False,,,0.0,0,0.0
105,04cfa528fc4f842932200b4435889c7111c8d45e776ae2cef823b1401346c464,Veloretti,lime,False,True,False,False,,,0.0,0,0.0
106,b4bb0fe67e09949a23a2492e12d69cf83a62f5304fca44791d474423a2abac15,Cortina,black,False,True,True,False,,,0.0,0,0.0
107,cca01f27aaf7746e5fc6f3157254996da6491150087d9096a63baa37e8bbff87,VanMoof,silver,True,True,False,False,,,0.0,0,0.0
108,c321364e5394411a21cdbafec0875101d01c0466b318e7b4ddd317fb7cffc095,Urban Arrow,black,True,False,True,False,,,0.0,0,0.0
109,f27a9db8da4e4a1d1d0f4279e54b005b71be4e875767b55d997cb5bf66ccf4df,Azor,green,True,True,False,False,,,0.0,0,0.0
110,a2427b35291050d9e2d45a708bb8899b0fd047afc573fe09146be6580e9d1fd3,Bakfiets,yellow,False,False,False,False,,,0.0,0,0.0
111,05e2fc4bfbfffc0243ac1c722d5857cda2542fb7bb87b73ca75241eb2ba94b46,Batavus,green,False,True,False,False,,,0.0,0,0.0
112,5f0ad2ad81c1298cb7d2d0f560ee9b2a3b8638dad97bf89909200c716f8195b3,Bakfiets,black,False,False,False,False,,,0.0,0,0.0
113,7c5a0d3428f7af3511ea2d6ca1ae4feb44d0ffd1956b8beb6967065a0729f94c,Veloretti,gray,True,False,True,False,,,0.0,0,0.0
114,9b9823eb972fe4d27c135c37f120bff00afce86e3a010b1caa6b35116a036f31,VanMoof,lime,False,False,False,False,,,0.0,0,0.0
115,600a1401cd9d1bb3c0cb262fa0458473f4552d19722405f21738a9c61250b9a2,Bakfiets,white,False,False,True,False,,,0.0,0,0.0
116,aae310dd99a0bd8bd9ce4e43354498d9c10e4e693765883e8a118b480a099ccb,Urban Arrow,teal,False,False,False,False,,,0.0,0,0.0
117,b469ffcc60d445aa2689be615b2f63867154fbc882d30448b834efce2c098b30,Cortina,navy,False,True,False,False,,,0.0,0,0.0
118,bdf260ac3c75a4305b5153f1e2988c18431c9e467f528b614248d5425f59c36f,Gazelle,olive,False,False,False,False,,,0.0,0,0.0
119,6ed47a58f0359fdf9bd482d212bea8e9b1952848fbdc92588dfc6fe48ecc8ab0,Azor,black,True,True,False,False,,,0.0,0,0.0
120,a877e5121b8843d6f37593357123e0f683ae0e79552f26dfad591930aa019779,Batavus,black,True,False,False,False,,,0.0,0,0.0
121,4f9091fc3803a17c2f3af05c5fe55891db5dd771f420f56b6362ae03015d93fe,Azor,blue,False,True,True,False,,,0.0,0,0.0
122,dd5b0183dbe84d800bb58062f142b8698fb70a39e4fd2820d8cb4b4c6fd798dc,Veloretti,lime,True,False,False,False,,,0.0,0,0.0
123,b72fa314d5c796e6c0a2a4aa0e7401daa1d4a1236b67ed09fc68e1a191188383,Urban Arrow,green,False,False,False,False,,,0.0,0,0.0
124,567a8353f73373e9edee99ecc96923c383c5999302d969a096ffd86df9615506,Bakfiets,yellow,True,True,False,False,,,0.0,0,0.0
125,fa9dc81888efb04506d398f60ef8158c6789809036b511a2c1f46cea9c7e80ae,VanMoof,purple,False,True,True,False,,,0.0,0,0.0
126,40bb35a743b15224203466bd172ac117cbeaf3dcc74404cb544dc5b4e74744c3,Batavus,black,False,True,False,False,,,0.0,0,0.0
127,88d709b10fdc2fd95a97db5320cb812924947e1520f814f0b71b044a053b5b04,VanMoof,green,True,True,False,False,,,0.0,0,0.0
128,9c9b713833c6e64b4cf26dbbf9cbff18468ce63354574aeefeaf9f43495f059b,Urban Arrow,yellow,True,False,True,False,,,0.0,0,0.0
129,7ef4a984516db03d7582a4aa802437c6003661231dd1ef25ec899c13a1848f33,Cortina,yellow,False,False,True,False,,,0.0,0,0.0
130,7577ee8650842f1c8d1b6f21f4bf1f8db875342713c70bf4d58814c3a10c7ef0,Batavus,maroon,False,True,True,False,,,0.0,0,0.0
131,fa11fe8eee7436e0dbc387925b7ae7d5de597801a21a4db92b822ca6a3a8fe03,Gazelle,white,True,True,True,False,,,0.0,0,0.0
132,c74edd3cbababe1ffae6d8f143ec6ea76f677c547997e279e2d7d3db35aa8eee,Azor,aqua,False,False,False,False,,,0.0,0,0.0
133,99b34f43e604ceb91b432eaa155b0625c1904ec7a41b124a22d45a20b7b8a2de,Veloretti,navy,False,False,False,False,,,0.0,0,0.0
134,7bfcfa89300df9377462d99c7b41f5bb404fb10c8fc381968d714fc4d17c8d2e,Veloretti,aqua,False,False,True,False,,,0.0,0,0.0
135,b0cfd3ec4df74168b6dc3eb12db268c722e3c31a1d8472cf457c0af577dbc354,Veloretti,silver,False,False,True,False,,,0.0,0,0.0
136,0479918cc068803db9e32973d74ed5b57cc7a1c5f4f95024dfef58fe01d71f80,Azor,lime,True,False,False,False,,,0.0,0,0.0
137,cc2d964176c4fccaff6a023145458fafb88db7be9e72a4295db1cd06dc5a4a0a,Batavus,yellow,True,False,False,False,,,0.0,0,0.0
138,9e26fa4db0ee4d2e1493ec28b8e589b0fafde46d9db314d1d556354de36a8a81,Urban Arrow,blue,False,True,False,False,,,0.0,0,0.0
139,6138e32a68b1b9e8b272276914d1d9bca239a76baed4c43612c1cb90c9987ccc,VanMoof,yellow,False,False,False,False,,,0.0,0,0.0
140,9e17ab5388d5c18d2662e1c76331e2a78261d52be1c0adfe5846773000a03a1a,Bakfiets,green,False,True,True,False,,,0.0,0,0.0
141,07d81addb7f2f0b8cda782c83ec5b4487a83860ee5bb727dcb698c54698f0b6c,Cortina,purple,True,False,False,False,,,0.0,0,0.0
142,e84ab477f37f4b3e1adca923b4a4b6be875d176cfce5bbe0c61b806bd80a0843,Gazelle,green,False,False,False,False,,,0.0,0,0.0
143,47095760cef3c2bf27a420f9745246010d2b5db80075d181e5bcb49d51a83b76,Cortina,lime,False,True,False,False,,,0.0,0,0.0
144,f54f6c6184861427303abe491bebc26ec9cc678a122607be4126972782f372b2,Bakfiets,gray,True,False,False,False,,,0.0,0,0.0
145,6e5c54661bea2310ae5463c395b7efe8bd616bacf26f54e502dbb72ed1aca0ce,Batavus,green,True,True,False,False,,,0.0,0,0.0
146,cefe4aa29b5bb533091033a4269406e83167161c07c6b642e8f9dbcbd366bfd1,Bakfiets,maroon,False,True,False,False,,,0.0,0,0.0
147,87c517fb3865cc79e02d8ade2b95f039dd551ad334f099603999648a24144b42,Veloretti,silver,True,False,False,False,,,0.0,0,0.0
148,2275e37f2eb6ccfa383b8ea87d9553c88c6e0a5aa7c69d15022600cdcc47faeb,Batavus,black,True,True,False,False,,,0.0,0,0.0
149,5005124f8723f2ad9d7d7d57d206883bbfeec311b93f393e0ca02e164614b71c,Bakfiets,navy,False,True,True,False,,,0.0,0,0.0
150,ea67aae813c7126fab699ec0b388a782f4941c81e9854d5c07befcb2b8da572c,Cortina,silver,False,True,True,False,,,0.0,0,0.0
151,d58ea00c6c35b9b6abe22d663fbbfc05a4a92653f5c1e58d761ef527dabd2ef0,Urban Arrow,olive,False,True,True,False,,,0.0,0,0.0
152,cdbc5db14677cc57c194aec8bbdac99a7c83caf5b028f56bab547f7969438cab,Bakfiets,fuchsia,True,True,True,False,,,0.0,0,0.0
153,6f512febdd26cb8689c334ba37ad87a4c4c281ef45685167070b992ae8136533,Azor,teal,False,False,False,False,,,0.0,0,0.0
154,fe2159fd51cde937dec1046e3bcd3b60f736545af23f26c57575f0d05da5ada6,VanMoof,fuchsia,True,True,False,False,,,0.0,0,0.0
155,31fd8ce01a7679ff2d81964b4722e66bec1458f5e117c1349be1130df7b8a09e,Batavus,blue,True,True,True,False,,,0.0,0,0.0
156,e849eac48e7b86147e17f59870f0f6720f193394918e6590c20a34527b31ed47,Urban Arrow,white,True,False,False,False,,,0.0,0,0.0
157,8f45ed09dfccde4d903c1f012faf4079cbd5bc763c91091604f0887e7dd4ac32,Cortina,green,False,True,False,False,,,0.0,0,0.0
158,75e33261965abf59540ea4f4711f2e721c1701711213259633ca60c6cd3e3b64,Gazelle,navy,True,True,True,False,,,0.0,0,0.0
159,63071bb1128b5eae233be23ae41955ab01cc869e65c9e3d7b19b90225cb7aba1,Bakfiets,navy,True,True,True,False,,,0.0,0,0.0
160,a1a31bcc433e7ecb0ef303501051c68086de009bc65ae2364877c2a452fc8a80,Batavus,blue,False,True,False,False,,,0.0,0,0.0
161,aad4bcd8c17517e2675ce5a59af731c9367ec2fe75cf8ecbf8f82c8884fb5df4,Batavus,fuchsia,False,False,False,False,,,0.0,0,0.0
162,e75dfdec6c97be10688c217bb8b14c287726010546c87eb398b57416f552ebbf,VanMoof,silver,False,True,True,False,,,0.0,0,0.0
163,9fd79c9e6b8b8b9d676952d8a99cf832018efdf005afaa241760163eca771671,Urban Arrow,black,True,False,False,False,,,0.0,0,0.0
164,2d89c7e1e750bee8f37b8ce747fc81fbf6146ac20ddcba89f70fdd0eccedefcf,Gazelle,blue,True,False,False,False,,,0.0,0,0.0
165,50895b1db236afce8580436afae5c4272046172d1c651330bf57b0e4c904e8fe,Batavus,green,True,False,False,False,,,0.0,0,0.0
166,5f3c4758c139641a84ddcf98a156f04ce55d90d7797269e7b184d44596e2fc59,Cortina,olive,False,True,False,False,,,0.0,0,0.0
167,0c09cf3d939343f057f5a3d7c4e480a984df9d3be18f4d8c2e847fda1af1fa05,Gazelle,blue,False,False,False,False,,,0.0,0,0.0
168,a44ce08963d02c201f7fefbb09322d928e4140a7705cb25df2fed782586a27bd,Bakfiets,purple,False,False,False,False,,,0.0,0,0.0
169,95a329205084c334250bc3417e7534979629549b8010747c19880d35c907863c,Cortina,fuchsia,False,True,False,False,,,0.0,0,0.0
170,2139625e56383a429f052ea93db360cbeb66607651901b8e6167f23e2b610237,Cortina,fuchsia,True,False,False,False,,,0.0,0,0.0
171,98db09a37824023794712b44c843d1180560570b9d2ccb7a0fb906ffb329a47b,VanMoof,olive,False,True,True,False,,,0.0,0,0.0
172,96a763bc4578c6c0486e483c4de47acee24483abe185b61251f160f43e84264c,Batavus,white,False,True,False,False,,,0.0,0,0.0
173,dd24f5aa5c5327691b0382968a2b2e4b8cd089f2de834af04310f3c1289dd2ff,Azor,fuchsia,False,False,False,False,,,0.0,0,0.0
174,5e30018feccc6ec8216df1408f518f31836e0df8c326b5169bed32c29439337a,Bakfiets,silver,False,False,True,False,,,0.0,0,0.0
175,e5231ae1cb96b151e1807ea297c68dc3568632e9a464094ac6141f39f3f23a0b,Urban Arrow,black,False,True,False,False,,,0.0,0,0.0
176,4dc8f1eba7abdc977da5632dede0405fd177db8e164bd40dc86550cece12c1a3,Azor,silver,True,False,True,False,,,0.0,0,0.0
177,3e9c569263b8ddf2f5b15fb21fdef1a5e377c6e6f7ebab6ddd9c2982996aee99,Cortina,blue,True,False,False,False,,,0.0,0,0.0
178,299005c4e3d98f19ca4182ada50d2068639f447c9a48f50b99069e7fa8ec6f78,Bakfiets,green,True,True,True,False,,,0.0,0,0.0
179,4cba13092be77f7dfd35097c728b4a55d05bed132881d46d0ae17e285fdefde9,Batavus,olive,False,False,True,False,,,0.0,0,0.0
180,9a4c97b72ec3a5a506f399088caa479d3818c7b074ae72d26118d8a91a7a35e0,Cortina,gray,True,True,False,False,,,0.0,0,0.0
181,7535ceaf6cee22d1020ced813c9310f270e427bd2f83efc2556e1940b6af8c43,Gazelle,gray,False,False,True,False,,,0.0,0,0.0
182,49d5ae767e2a76ebc793e3e1359472a027a60419c1346f8faa574ee26b9b1609,Gazelle,navy,True,False,True,False,,,0.0,0,0.0
183,9357e5445d39a8ae5a069a4e1257f54ea8f44a67fbcf9e4f6ecae183f6a83251,Bakfiets,gray,False,False,False,False,,,0.0,0,0.0
184,37cb04edca6485a4ff2fdde63a25b3a9860d05d7fa990f361f26469161dc366f,Cortina,green,False,True,False,False,,,0.0,0,0.0
185,3ab66bba4c7de61d0337ecfca37ae0eb885f4649793eb6f6533289a6b4398014,Gazelle,maroon,False,False,True,False,,,0.0,0,0.0
186,182b364f3d20b8b11e10abd58528e1ce5b5a78e7b7759b7305ac6a48859316fb,VanMoof,teal,True,False,False,False,,,0.0,0,0.0
187,aa248538a7610f22957f1e3ae85ac029443d209c8564c60e4e1cc475b4f72a16,Gazelle,blue,False,False,False,False,,,0.0,0,0.0
188,9b943aade6a6faba40d32e92ea320bf72e7ac0edc1242467cc75393e546a8142,Bakfiets,green,False,False,True,False,,,0.0,0,0.0
